id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
1292,Female,24,1,2,0,< 1 Year,Yes,42160,152,220,0
1293,Female,55,1,50,0,1-2 Year,Yes,2630,160,258,0
1294,Female,26,1,29,1,< 1 Year,No,25989,152,204,0
1295,Male,28,1,8,1,< 1 Year,No,45121,152,94,0
1296,Male,54,1,28,1,1-2 Year,No,45765,124,109,0
1297,Male,30,1,28,1,1-2 Year,No,42271,26,102,0
1298,Male,24,1,6,1,< 1 Year,No,41830,160,105,0
1299,Female,35,1,3,0,1-2 Year,Yes,2630,156,38,1
1300,Male,45,1,24,0,1-2 Year,Yes,34243,26,149,0
1301,Male,59,1,29,0,1-2 Year,Yes,33708,26,205,1
1302,Male,27,1,41,0,< 1 Year,Yes,49635,160,73,0
1303,Male,42,1,8,0,1-2 Year,No,2630,26,99,0
1304,Female,23,1,6,1,< 1 Year,No,21571,152,263,0
1305,Female,27,1,16,1,< 1 Year,No,33869,152,43,0
1306,Female,33,1,8,1,< 1 Year,No,2630,152,221,0
1307,Female,56,1,28,0,> 2 Years,Yes,47123,26,56,1
1308,Male,23,1,8,0,< 1 Year,Yes,37969,152,143,0
1309,Male,49,1,28,0,1-2 Year,Yes,31342,26,20,1
1310,Male,24,1,15,1,< 1 Year,No,28674,152,95,0
1311,Male,24,1,8,1,< 1 Year,No,37769,152,146,0
1312,Male,63,1,28,0,1-2 Year,Yes,57914,42,168,0
1313,Female,48,1,28,0,1-2 Year,Yes,33117,122,100,0
1314,Female,21,1,16,0,< 1 Year,Yes,25176,160,235,0
1315,Male,63,1,38,1,1-2 Year,No,34050,124,187,0
1316,Female,45,1,8,1,1-2 Year,No,41648,152,242,0
1317,Male,57,1,41,0,1-2 Year,Yes,27691,26,142,0
1318,Male,28,1,30,1,< 1 Year,Yes,2630,152,176,0
1319,Female,29,1,28,0,< 1 Year,No,33603,152,198,0
1320,Female,21,1,41,1,< 1 Year,No,31791,160,99,0
1321,Female,45,1,47,0,1-2 Year,Yes,39378,124,238,0
1322,Female,42,1,24,0,1-2 Year,Yes,43056,26,95,0
1323,Male,22,1,47,1,< 1 Year,Yes,2630,160,88,0
1324,Female,44,1,2,0,1-2 Year,Yes,2630,157,35,0
1325,Female,24,1,28,0,< 1 Year,Yes,46711,26,242,0
1326,Female,24,1,8,1,< 1 Year,No,45304,151,211,0
1327,Male,33,1,24,0,1-2 Year,Yes,32839,154,138,0
1328,Female,41,1,23,0,1-2 Year,Yes,29729,124,268,0
1329,Male,44,1,22,0,1-2 Year,Yes,18740,124,29,0
1330,Female,24,1,41,0,< 1 Year,Yes,31522,152,173,1
1331,Female,74,1,15,1,1-2 Year,No,33357,14,264,0
1332,Female,37,1,6,1,1-2 Year,No,28657,152,264,0
1333,Male,45,1,8,1,1-2 Year,No,28167,7,44,0
1334,Female,58,1,28,0,1-2 Year,Yes,35616,122,126,0
1335,Male,24,1,18,0,< 1 Year,Yes,29498,152,59,0
1336,Female,30,1,26,1,< 1 Year,No,26130,151,251,0
1337,Female,58,1,21,1,1-2 Year,No,2630,160,298,0
1338,Female,25,1,14,1,< 1 Year,No,22008,152,190,0
1339,Female,24,1,35,1,< 1 Year,No,48974,152,82,0
1340,Male,24,1,46,1,< 1 Year,No,28625,152,102,0
1341,Female,30,1,30,0,< 1 Year,Yes,2630,152,53,1
1342,Female,25,1,30,1,< 1 Year,No,32914,152,158,0
1343,Male,37,1,50,0,1-2 Year,Yes,2630,124,94,0
1344,Female,31,1,12,1,< 1 Year,No,18895,151,221,0
1345,Male,27,1,35,0,< 1 Year,Yes,33230,163,240,0
1346,Male,24,1,39,1,< 1 Year,No,2630,152,96,0
1347,Male,74,1,48,0,1-2 Year,Yes,2630,26,142,0
1348,Female,36,1,28,1,1-2 Year,No,53847,152,296,0
1349,Male,38,1,28,1,1-2 Year,No,44300,124,241,0
1350,Male,43,1,28,0,1-2 Year,Yes,24004,124,108,1
1351,Male,49,1,41,0,1-2 Year,Yes,30444,124,263,0
1352,Female,22,1,45,1,< 1 Year,No,22306,160,53,0
1353,Female,27,1,36,0,< 1 Year,No,38800,152,13,0
1354,Male,21,1,3,1,< 1 Year,No,22173,152,130,0
1355,Male,25,1,41,1,< 1 Year,No,24180,152,90,0
1356,Male,51,1,14,1,1-2 Year,No,2630,154,271,0
1357,Male,48,1,3,0,1-2 Year,Yes,37412,26,180,1
1358,Female,21,1,39,0,< 1 Year,Yes,29923,152,259,0
1359,Female,28,1,30,1,< 1 Year,No,25159,152,253,0
1360,Female,55,1,35,1,1-2 Year,No,47751,152,118,0
1361,Male,68,1,14,0,1-2 Year,Yes,39586,26,122,0
1362,Female,25,1,29,1,< 1 Year,No,30676,152,92,0
1363,Male,51,1,8,0,1-2 Year,Yes,60346,26,242,0
1364,Female,40,1,15,1,1-2 Year,No,2630,26,202,0
1365,Male,32,1,30,1,< 1 Year,No,27319,152,106,0
1366,Male,24,1,15,0,< 1 Year,Yes,52194,152,226,0
1367,Male,79,1,28,0,1-2 Year,Yes,30661,13,67,0
1368,Male,29,1,46,0,1-2 Year,Yes,29714,154,174,0
1369,Female,53,1,28,0,1-2 Year,Yes,2630,124,88,0
1370,Male,28,1,28,1,< 1 Year,No,53603,151,17,0
1371,Male,31,1,28,0,1-2 Year,Yes,38108,154,145,0
1372,Female,23,1,13,0,< 1 Year,Yes,21210,26,179,0
1373,Female,23,1,6,0,< 1 Year,Yes,29070,152,290,0
1374,Female,75,1,28,0,> 2 Years,Yes,49332,124,49,1
1375,Male,42,1,38,1,1-2 Year,No,39646,26,52,0
1376,Female,45,1,28,0,1-2 Year,Yes,38615,124,52,1
1377,Female,28,1,28,1,< 1 Year,No,23682,152,62,0
1378,Female,26,1,32,0,< 1 Year,Yes,2630,160,26,0
1379,Male,64,1,8,1,1-2 Year,No,65237,26,254,0
1380,Male,33,1,41,1,< 1 Year,No,39816,152,27,0
1381,Male,44,1,28,1,1-2 Year,No,32541,124,165,0
1382,Female,44,1,18,0,1-2 Year,Yes,30158,124,124,0
1383,Female,65,1,30,0,1-2 Year,Yes,36062,26,94,0
1384,Male,46,1,50,1,1-2 Year,No,2630,152,249,0
1385,Female,48,1,30,1,1-2 Year,No,2630,160,211,0
1386,Male,25,1,41,1,< 1 Year,No,28473,152,137,0
1387,Male,41,1,28,0,1-2 Year,Yes,34486,124,55,0
1388,Male,24,1,50,0,< 1 Year,Yes,33452,152,202,0
1389,Male,22,1,30,0,< 1 Year,No,23232,160,122,0
1390,Female,37,1,8,1,1-2 Year,No,29382,152,193,0
1391,Female,56,1,48,0,1-2 Year,Yes,2630,26,191,0
1392,Female,31,1,28,0,< 1 Year,Yes,29775,124,68,1
1393,Female,26,1,6,1,< 1 Year,No,25416,152,23,0
1394,Male,55,1,43,0,1-2 Year,Yes,28289,124,299,0
1395,Male,25,1,8,1,< 1 Year,No,67689,152,86,0
1396,Male,21,1,30,0,< 1 Year,Yes,29263,152,37,0
1397,Male,44,1,28,0,1-2 Year,Yes,57032,55,55,0
1398,Female,24,1,8,1,< 1 Year,No,46334,152,15,0
1399,Male,33,1,28,1,< 1 Year,No,22460,152,236,0
1400,Female,54,1,24,1,1-2 Year,No,26641,124,94,0
1401,Female,44,1,28,0,1-2 Year,Yes,33487,154,81,1
1402,Female,27,1,30,1,< 1 Year,No,24859,152,41,0
1403,Male,30,1,28,0,1-2 Year,Yes,37322,154,53,1
1404,Male,21,1,45,0,< 1 Year,Yes,41004,152,53,0
1405,Male,77,1,28,0,1-2 Year,Yes,48516,26,149,1
1406,Male,57,1,28,0,1-2 Year,No,44470,26,123,0
1407,Female,34,1,18,1,1-2 Year,No,27499,152,103,0
1408,Female,46,1,45,1,1-2 Year,No,30559,26,245,0
1409,Male,43,1,41,0,1-2 Year,Yes,38228,48,228,0
1410,Female,33,1,34,1,< 1 Year,No,2630,160,255,0
1411,Female,48,1,7,1,1-2 Year,No,33130,26,51,0
1412,Male,21,1,46,1,< 1 Year,No,35208,160,260,0
1413,Female,41,1,28,0,1-2 Year,Yes,267698,124,63,1
1414,Female,69,1,41,0,> 2 Years,Yes,45091,106,166,1
1415,Male,44,1,11,0,1-2 Year,Yes,31256,124,128,0
1416,Female,36,1,30,1,1-2 Year,No,42076,122,71,0
1417,Male,51,1,8,1,1-2 Year,No,57360,26,174,0
1418,Male,50,1,28,0,1-2 Year,Yes,61577,26,240,0
1419,Male,55,1,50,0,> 2 Years,Yes,41087,124,162,0
1420,Male,54,1,28,0,> 2 Years,Yes,28639,124,185,0
1421,Female,26,1,29,1,< 1 Year,No,35624,152,39,0
1422,Female,60,1,20,1,1-2 Year,No,2630,26,204,0
1423,Female,27,1,15,0,< 1 Year,Yes,32823,152,32,0
1424,Female,21,1,2,1,< 1 Year,No,2630,152,221,0
1425,Female,24,1,28,0,1-2 Year,Yes,39510,26,114,0
1426,Female,32,1,41,1,< 1 Year,No,30420,152,101,0
1427,Female,26,1,36,1,< 1 Year,No,25984,152,23,0
1428,Male,42,1,33,1,1-2 Year,No,2630,26,200,0
1429,Female,55,1,28,0,> 2 Years,Yes,42059,24,45,1
1430,Male,28,1,3,1,< 1 Year,No,32513,152,291,0
1431,Male,36,1,29,0,1-2 Year,No,2630,157,93,0
1432,Male,56,1,28,0,1-2 Year,Yes,54463,26,73,0
1433,Female,54,1,12,0,1-2 Year,Yes,33179,124,69,0
1434,Female,48,1,28,0,1-2 Year,Yes,2630,156,199,0
1435,Female,25,1,18,1,< 1 Year,No,36043,152,190,0
1436,Male,22,1,28,0,< 1 Year,Yes,27637,152,157,0
1437,Male,58,1,14,0,1-2 Year,Yes,17701,30,96,0
1438,Male,37,1,11,0,1-2 Year,Yes,23096,124,247,0
1439,Male,48,1,48,1,1-2 Year,No,2630,124,76,0
1440,Female,61,1,28,0,1-2 Year,Yes,44815,124,83,0
1441,Male,64,1,28,0,> 2 Years,Yes,2630,157,278,0
1442,Male,49,1,28,0,1-2 Year,Yes,46524,26,109,0
1443,Male,51,1,28,0,1-2 Year,Yes,54550,124,238,0
1444,Male,32,1,28,0,< 1 Year,Yes,35490,26,256,0
1445,Female,69,1,3,0,> 2 Years,Yes,26016,30,144,0
1446,Male,57,1,28,0,> 2 Years,Yes,48733,26,253,0
1447,Female,29,1,41,0,< 1 Year,Yes,23191,152,271,0
1448,Female,49,1,28,0,1-2 Year,No,67780,122,115,0
1449,Female,25,1,11,1,< 1 Year,No,23950,152,227,0
1450,Female,24,1,2,0,< 1 Year,Yes,30161,152,152,0
1451,Female,26,1,8,1,< 1 Year,No,45508,152,248,0
1452,Male,36,1,28,0,1-2 Year,Yes,25195,54,101,1
1453,Female,37,1,46,0,1-2 Year,Yes,41745,155,165,0
1454,Female,26,1,46,1,< 1 Year,No,34781,160,271,0
1455,Male,25,1,27,0,< 1 Year,Yes,27314,151,109,0
1456,Male,57,1,28,1,1-2 Year,No,36338,152,218,0
1457,Male,39,1,28,0,> 2 Years,Yes,42278,124,14,1
1458,Male,24,1,37,0,< 1 Year,Yes,32736,152,141,0
1459,Male,73,1,3,0,1-2 Year,Yes,25094,124,205,0
1460,Female,24,1,36,1,< 1 Year,No,39865,152,224,0
1461,Female,24,1,8,1,< 1 Year,No,2630,152,108,0
1462,Female,42,1,3,0,1-2 Year,Yes,25851,124,106,0
1463,Male,50,1,28,0,1-2 Year,Yes,25009,122,255,0
1464,Male,68,1,28,0,1-2 Year,Yes,47273,26,279,0
1465,Female,27,1,47,1,< 1 Year,No,43154,152,294,0
1466,Female,32,1,33,1,< 1 Year,No,29412,152,242,0
1467,Female,27,1,41,1,< 1 Year,No,51869,152,273,0
1468,Male,46,1,4,0,1-2 Year,Yes,2630,156,96,1
1469,Male,61,1,13,0,1-2 Year,No,2630,26,176,0
1470,Female,47,1,8,0,1-2 Year,No,2630,156,49,0
1471,Male,53,1,28,0,> 2 Years,Yes,2630,124,13,0
1472,Female,28,1,28,1,< 1 Year,No,2630,151,233,0
1473,Female,25,1,37,1,< 1 Year,No,31480,152,171,0
1474,Male,51,1,3,0,1-2 Year,Yes,15715,26,185,1
1475,Female,21,1,46,0,< 1 Year,Yes,32801,160,65,0
1476,Female,23,1,15,0,< 1 Year,No,52371,151,212,0
1477,Male,43,1,15,1,1-2 Year,Yes,35329,26,50,0
1478,Male,21,1,46,1,< 1 Year,No,29989,152,121,0
1479,Male,37,1,28,1,1-2 Year,No,40230,124,115,0
1480,Female,30,1,22,1,< 1 Year,No,45003,152,252,0
1481,Male,39,1,42,0,1-2 Year,Yes,31369,124,62,0
1482,Male,32,1,28,0,1-2 Year,Yes,29193,124,46,1
1483,Male,22,1,41,1,< 1 Year,No,32001,152,293,0
1484,Female,24,1,39,1,< 1 Year,No,29911,152,107,0
1485,Male,41,1,15,0,1-2 Year,Yes,2630,154,207,0
1486,Female,24,1,11,1,< 1 Year,No,33974,152,170,0
1487,Female,25,1,3,1,< 1 Year,No,35436,152,144,0
1488,Female,60,1,8,1,1-2 Year,No,27101,26,270,0
1489,Male,39,1,37,0,1-2 Year,Yes,42892,26,61,0
1490,Female,38,1,30,0,1-2 Year,Yes,2630,157,297,1
1491,Male,21,1,2,0,< 1 Year,Yes,33346,160,227,0
1492,Female,54,1,28,0,1-2 Year,Yes,41975,26,226,0
1493,Female,25,1,6,1,< 1 Year,No,22965,152,130,0
1494,Female,30,1,4,0,1-2 Year,Yes,2630,156,41,1
1495,Female,48,1,28,0,1-2 Year,Yes,32662,26,199,1
1496,Male,40,1,6,0,1-2 Year,Yes,26407,12,107,0
1497,Male,52,1,28,1,1-2 Year,Yes,38841,1,154,0
1498,Male,36,1,13,0,1-2 Year,Yes,26501,26,240,0
1499,Female,29,1,41,1,1-2 Year,No,35863,124,68,0
1500,Female,52,1,43,1,1-2 Year,No,34060,124,122,0
1501,Male,38,1,0,1,1-2 Year,No,2630,26,107,0
1502,Female,43,1,15,0,1-2 Year,Yes,2630,124,34,0
1503,Male,65,1,28,0,> 2 Years,Yes,28282,52,107,0
1504,Male,24,1,5,0,< 1 Year,Yes,32619,152,74,1
1505,Male,25,1,8,1,< 1 Year,No,34468,152,161,0
1506,Female,25,1,35,1,< 1 Year,No,25682,152,68,0
1507,Male,23,1,32,1,< 1 Year,No,28144,152,72,0
1508,Male,22,1,28,1,< 1 Year,No,44495,160,261,0
1509,Male,24,1,28,1,< 1 Year,No,38517,152,43,0
1510,Female,50,1,48,0,1-2 Year,Yes,2630,124,90,0
1511,Female,40,1,8,1,1-2 Year,No,34461,124,105,0
1512,Male,43,1,50,0,1-2 Year,Yes,28285,8,153,1
1513,Male,34,1,28,0,1-2 Year,Yes,34438,26,190,1
1514,Female,52,1,28,0,> 2 Years,Yes,45031,124,179,0
1515,Male,21,1,46,0,< 1 Year,Yes,2630,152,12,0
1516,Male,52,1,28,0,1-2 Year,Yes,50255,26,42,0
1517,Male,46,1,28,0,> 2 Years,Yes,41951,26,237,0
1518,Male,58,1,40,0,> 2 Years,Yes,38197,26,262,0
1519,Female,39,1,39,0,1-2 Year,Yes,35159,124,32,1
1520,Male,25,1,21,1,< 1 Year,No,23732,152,113,0
1521,Female,51,1,18,1,1-2 Year,No,39460,29,285,0
1522,Male,24,1,8,1,< 1 Year,No,44637,152,34,0
1523,Male,67,1,36,1,1-2 Year,No,2630,124,175,0
1524,Female,30,1,47,0,< 1 Year,No,29305,152,207,0
1525,Male,68,1,46,1,1-2 Year,Yes,26229,93,289,0
1526,Female,29,1,8,1,< 1 Year,No,37270,152,178,0
1527,Male,37,1,41,0,1-2 Year,Yes,56415,124,113,0
1528,Male,58,1,48,1,1-2 Year,Yes,2630,15,133,0
1529,Male,40,1,41,0,1-2 Year,Yes,30290,124,32,0
1530,Male,39,1,48,1,1-2 Year,No,2630,124,245,0
1531,Male,45,1,28,0,1-2 Year,Yes,50021,13,274,0
1532,Female,44,1,28,0,1-2 Year,Yes,50996,29,92,0
1533,Male,35,1,28,0,1-2 Year,Yes,2630,157,286,1
1534,Female,39,1,28,0,1-2 Year,Yes,37734,26,56,1
1535,Male,29,1,50,0,< 1 Year,Yes,36142,152,78,0
1536,Female,26,1,28,1,< 1 Year,No,39573,152,248,0
1537,Male,44,1,5,0,1-2 Year,Yes,19800,124,111,0
1538,Male,56,1,47,0,1-2 Year,Yes,29327,116,242,0
1539,Male,45,1,28,1,1-2 Year,No,36576,26,244,0
1540,Male,46,1,29,0,1-2 Year,Yes,28209,26,84,1
1541,Male,27,1,6,1,< 1 Year,No,27754,152,218,0
1542,Female,61,1,28,0,1-2 Year,No,35988,122,53,0
1543,Male,24,1,15,0,< 1 Year,Yes,30394,160,209,0
1544,Female,32,1,3,0,< 1 Year,Yes,2630,160,71,1
1545,Male,21,1,30,1,< 1 Year,No,28562,152,195,0
1546,Female,39,1,50,1,1-2 Year,No,23908,18,122,0
1547,Male,24,1,6,1,< 1 Year,No,34237,152,30,0
1548,Male,32,1,15,1,< 1 Year,No,29292,152,230,0
1549,Female,25,1,8,1,< 1 Year,No,38482,152,272,0
1550,Female,48,1,28,0,> 2 Years,Yes,41910,26,285,1
1551,Male,24,1,41,1,< 1 Year,No,24758,152,36,0
1552,Male,49,1,28,1,1-2 Year,No,36315,124,92,0
1553,Female,29,1,35,1,< 1 Year,No,24133,152,227,0
1554,Female,75,1,28,0,> 2 Years,Yes,55073,26,27,0
1555,Male,57,1,18,1,1-2 Year,No,30591,124,153,0
1556,Male,24,1,50,1,< 1 Year,No,24217,152,125,0
1557,Male,32,1,4,1,< 1 Year,No,2630,154,267,0
1558,Female,33,1,30,1,< 1 Year,No,42006,152,189,0
1559,Male,34,1,28,0,1-2 Year,Yes,43977,122,156,0
1560,Female,22,1,30,0,< 1 Year,No,27744,152,255,0
1561,Male,33,1,9,1,1-2 Year,No,38042,124,205,0
1562,Male,47,1,31,0,1-2 Year,Yes,2630,124,183,1
1563,Female,24,1,41,0,< 1 Year,Yes,30838,152,94,0
1564,Male,24,1,2,1,< 1 Year,No,2630,160,44,0
1565,Male,23,1,28,1,< 1 Year,No,73176,152,13,0
1566,Female,40,1,33,0,1-2 Year,Yes,2630,124,251,0
1567,Female,73,1,28,0,> 2 Years,Yes,29932,124,10,0
1568,Male,48,1,3,1,1-2 Year,No,19565,124,89,0
1569,Male,53,1,29,0,1-2 Year,Yes,61662,154,105,1
1570,Male,29,1,28,0,< 1 Year,Yes,67466,124,75,1
1571,Male,24,1,30,1,< 1 Year,No,27627,152,155,0
1572,Female,26,1,15,1,< 1 Year,No,32866,152,13,0
1573,Female,26,1,29,0,1-2 Year,Yes,23111,150,205,1
1574,Female,22,1,2,1,< 1 Year,No,27504,152,260,0
1575,Male,26,1,47,1,< 1 Year,No,36805,152,101,0
1576,Male,58,1,28,0,1-2 Year,Yes,36819,124,65,0
1577,Female,42,1,48,0,1-2 Year,Yes,2630,26,140,0
1578,Male,46,1,28,1,1-2 Year,No,53493,124,96,0
1579,Male,21,1,49,0,< 1 Year,Yes,27160,160,210,0
1580,Female,50,1,8,0,1-2 Year,No,66482,26,277,0
1581,Male,42,1,10,0,1-2 Year,Yes,37283,124,73,0
1582,Female,27,1,14,0,1-2 Year,Yes,28579,156,188,1
1583,Female,27,1,28,1,< 1 Year,No,29709,152,85,0
1584,Male,40,1,37,0,1-2 Year,Yes,33994,26,20,0
1585,Male,63,1,39,1,1-2 Year,No,27970,124,250,0
1586,Male,67,1,28,0,1-2 Year,No,45029,26,285,0
1587,Male,46,1,8,0,1-2 Year,Yes,39197,26,253,0
1588,Female,66,1,19,0,1-2 Year,Yes,39097,26,202,0
1589,Male,69,1,8,0,1-2 Year,Yes,48589,154,65,0
1590,Female,24,1,30,1,< 1 Year,No,20641,152,46,0
1591,Male,31,1,23,0,< 1 Year,Yes,26262,152,92,1
1592,Male,21,1,46,1,< 1 Year,No,26741,160,217,0
1593,Female,21,1,47,1,< 1 Year,No,22822,152,273,0
1594,Male,25,1,31,0,< 1 Year,Yes,2630,152,123,0
1595,Male,32,1,28,0,1-2 Year,Yes,28331,26,173,1
1596,Female,27,1,8,1,< 1 Year,No,38545,152,94,0
1597,Female,23,1,28,0,1-2 Year,Yes,46009,26,132,0
1598,Female,57,1,46,1,1-2 Year,Yes,22687,26,261,0
1599,Male,23,1,28,0,< 1 Year,No,34863,152,11,0
1600,Male,39,1,28,0,1-2 Year,Yes,29938,26,263,0
1601,Male,49,1,28,1,1-2 Year,No,41246,26,148,0
1602,Female,31,1,28,0,< 1 Year,Yes,47492,152,112,0
1603,Male,44,1,8,0,1-2 Year,Yes,40578,124,13,0
1604,Male,53,1,28,0,1-2 Year,Yes,2630,122,83,0
1605,Male,51,1,28,0,1-2 Year,Yes,32537,124,139,0
1606,Male,22,1,7,0,< 1 Year,Yes,2630,152,201,0
1607,Female,42,1,28,1,1-2 Year,No,29656,124,228,0
1608,Male,44,1,8,0,1-2 Year,No,45042,124,156,0
1609,Female,31,1,8,0,< 1 Year,Yes,25498,152,195,1
1610,Female,42,1,8,0,1-2 Year,Yes,29277,26,141,1
1611,Female,42,1,24,0,1-2 Year,Yes,30580,124,249,0
1612,Female,47,1,28,1,1-2 Year,No,33884,26,62,0
1613,Male,55,1,15,0,1-2 Year,Yes,29994,154,215,1
1614,Male,20,1,3,1,1-2 Year,No,2630,156,26,0
1615,Female,21,1,8,0,< 1 Year,Yes,36608,160,145,0
1616,Female,47,1,30,1,1-2 Year,No,24168,152,127,0
1617,Male,56,1,28,0,1-2 Year,Yes,42057,26,172,0
1618,Male,27,1,48,1,< 1 Year,No,2630,152,133,0
1619,Male,70,1,46,1,1-2 Year,No,41979,11,257,0
1620,Male,42,1,3,1,1-2 Year,No,34135,26,191,0
1621,Male,49,1,28,0,1-2 Year,Yes,69967,26,245,0
1622,Female,21,1,2,0,< 1 Year,Yes,39806,152,75,0
1623,Female,51,1,8,0,1-2 Year,Yes,43536,124,283,0
1624,Male,36,1,14,1,1-2 Year,No,2630,124,121,0
1625,Female,65,1,28,0,1-2 Year,Yes,2630,122,218,0
1626,Female,25,1,26,0,< 1 Year,Yes,40677,152,51,0
1627,Female,24,1,33,0,< 1 Year,No,27832,151,143,0
1628,Female,22,1,32,0,< 1 Year,Yes,21947,152,259,0
1629,Male,55,1,28,0,> 2 Years,Yes,48743,122,93,0
1630,Male,24,1,8,1,< 1 Year,No,37734,152,168,0
1631,Male,21,1,3,1,< 1 Year,Yes,24132,160,69,0
1632,Male,49,1,28,0,1-2 Year,No,47598,25,205,1
1633,Female,29,1,29,1,< 1 Year,No,33988,152,142,0
1634,Male,34,1,28,0,1-2 Year,Yes,51692,124,75,0
1635,Male,43,1,3,1,1-2 Year,Yes,38104,26,61,0
1636,Male,25,1,41,1,< 1 Year,No,29041,152,171,0
1637,Male,55,1,28,0,1-2 Year,Yes,46443,26,298,1
1638,Male,31,1,8,0,< 1 Year,Yes,44628,124,289,1
1639,Female,58,1,28,0,1-2 Year,Yes,34015,26,11,0
1640,Male,55,1,29,0,1-2 Year,Yes,47438,26,297,0
1641,Male,53,1,46,0,1-2 Year,Yes,19387,124,134,0
1642,Male,47,1,21,0,1-2 Year,Yes,2630,124,31,0
1643,Male,32,1,6,0,< 1 Year,No,2630,163,264,1
1644,Male,22,1,28,0,< 1 Year,Yes,29112,152,290,0
1645,Female,25,1,14,0,< 1 Year,Yes,33931,152,152,0
1646,Male,50,1,3,1,1-2 Year,No,33709,154,142,0
1647,Male,46,1,8,0,1-2 Year,Yes,2630,156,259,0
1648,Female,22,1,41,1,< 1 Year,No,53538,152,35,0
1649,Male,53,1,41,0,1-2 Year,Yes,57259,12,297,0
1650,Female,23,1,36,1,< 1 Year,No,30603,152,285,0
1651,Male,23,1,8,1,< 1 Year,No,2630,152,51,0
1652,Male,22,1,28,1,< 1 Year,No,28004,152,164,0
1653,Male,62,1,28,0,> 2 Years,Yes,56310,124,28,0
1654,Male,64,1,39,1,1-2 Year,No,45167,152,214,0
1655,Female,57,1,28,0,1-2 Year,Yes,72357,124,27,0
1656,Female,42,1,46,0,1-2 Year,Yes,29354,124,50,0
1657,Female,23,1,47,0,< 1 Year,No,33501,152,42,0
1658,Male,48,1,28,0,1-2 Year,Yes,39312,124,113,0
1659,Female,53,1,8,0,1-2 Year,Yes,42065,26,160,0
1660,Female,24,1,34,0,< 1 Year,Yes,26425,152,279,0
1661,Female,23,1,11,1,< 1 Year,No,19224,152,197,0
1662,Male,51,1,38,0,> 2 Years,Yes,27670,26,48,1
1663,Male,41,1,50,0,1-2 Year,Yes,40261,18,50,0
1664,Male,38,1,28,0,1-2 Year,Yes,2630,156,68,0
1665,Female,21,1,35,1,< 1 Year,No,2630,160,252,0
1666,Female,32,1,46,0,< 1 Year,Yes,25537,156,293,0
1667,Female,50,1,8,1,1-2 Year,No,42385,26,292,0
1668,Male,26,1,5,0,< 1 Year,Yes,30610,160,81,0
1669,Male,32,1,28,0,1-2 Year,Yes,2630,156,225,1
1670,Male,57,1,28,0,1-2 Year,Yes,36603,26,246,1
1671,Female,29,1,36,0,< 1 Year,Yes,2630,152,72,0
1672,Male,76,1,28,0,> 2 Years,Yes,35430,26,280,0
1673,Male,23,1,8,0,< 1 Year,Yes,44892,152,265,1
1674,Male,21,1,28,0,< 1 Year,Yes,28261,160,46,0
1675,Female,34,1,15,1,1-2 Year,No,30739,152,159,0
1676,Female,76,1,29,0,1-2 Year,Yes,31075,26,77,0
1677,Male,42,1,50,1,1-2 Year,No,40420,124,180,0
1678,Male,72,1,28,1,1-2 Year,No,28629,122,201,0
1679,Male,23,1,46,0,< 1 Year,Yes,2630,160,64,0
1680,Female,27,1,32,1,< 1 Year,No,31404,152,75,0
1681,Male,23,1,2,1,< 1 Year,No,25510,152,284,0
1682,Female,40,1,28,0,1-2 Year,Yes,33128,26,115,0
1683,Male,38,1,28,1,1-2 Year,No,28308,124,256,0
1684,Female,38,1,28,1,1-2 Year,No,27811,125,283,0
1685,Female,29,1,10,1,< 1 Year,No,35335,152,59,0
1686,Female,25,1,33,1,< 1 Year,No,30355,152,236,0
1687,Female,33,1,8,0,1-2 Year,Yes,35053,124,252,0
1688,Female,25,1,41,1,< 1 Year,No,41563,152,53,0
1689,Female,39,1,28,0,1-2 Year,Yes,41327,26,101,1
1690,Female,21,1,36,1,< 1 Year,No,26313,160,55,0
1691,Female,73,1,38,0,1-2 Year,Yes,31898,26,27,1
1692,Male,53,1,48,0,1-2 Year,Yes,2630,26,51,0
1693,Male,30,1,15,0,< 1 Year,Yes,36282,152,211,0
1694,Female,22,1,11,1,< 1 Year,No,36226,152,215,0
1695,Male,29,1,28,0,< 1 Year,Yes,2630,157,276,0
1696,Female,24,1,11,1,< 1 Year,No,44910,152,115,0
1697,Male,25,1,21,0,< 1 Year,Yes,31788,152,73,0
1698,Male,47,1,19,0,1-2 Year,Yes,40958,26,173,1
1699,Female,27,1,21,1,< 1 Year,No,22708,152,254,0
1700,Male,24,1,29,1,< 1 Year,No,39831,152,118,0
1701,Male,21,1,46,1,< 1 Year,No,34912,160,180,0
1702,Male,46,1,8,0,1-2 Year,Yes,40864,124,232,1
1703,Female,23,1,28,0,< 1 Year,Yes,2630,163,153,0
1704,Male,24,1,11,1,< 1 Year,No,24420,152,268,0
1705,Male,26,1,28,1,< 1 Year,No,55904,152,67,0
1706,Female,47,1,28,0,1-2 Year,Yes,74869,30,156,1
1707,Male,42,1,28,0,1-2 Year,Yes,30832,13,162,0
1708,Male,25,1,21,1,< 1 Year,No,26377,152,245,0
1709,Male,28,1,8,1,< 1 Year,No,32347,152,58,0
1710,Male,43,1,33,0,1-2 Year,Yes,31399,26,159,1
1711,Male,24,1,36,1,< 1 Year,No,48003,152,89,0
1712,Female,20,1,8,0,< 1 Year,Yes,2630,160,111,0
